,id,text
200,1.2503444186802668e+18,"@Uber 

Esteemed Uber management:
 I have an order coming to my restaurant today. The courier who took this order delivered before coming to the restaurant. After 10 seconds, he canceled this order.  Order No:15Apr6:35pm Order NO:966A3 
Burhan Kurucu 
Anatolia Gozleme"
216,1.2503447623112376e+18,@Uber_Support I slid in the dm
224,1.2503450096787128e+18,"@Uber 
""The delivery partner cancelled this order because they couldnt reach the customer""
I am losing customer from this situation. Please take a systematic measure to prevent this situation. This courier must also be terminated.
Burhan Kurucu
Anatolia Gozleme"
248,1.2503457628833915e+18,"RT @FAIRImmigration: In recent years, @Uber has used foreign workers instead of Americans. When this situation passes and companies rehire,…"
252,1.2503458233316925e+18,@Uber_India I have not yet received the money that was to be received from Uber.
270,1.2503462370411028e+18,"Good evening everyone! Have uncertain dinner plans? Spice things up a little by having authentic middle eastern cuisine in Kyoto! ?? Uber link below!

https://t.co/wrz4bhS6Dz

#gojoparadiso #gojoparadisoexperience #dinner #kyoto #kyototravel #middleeasternfood #ubereats"
297,1.2503468646348145e+18,"HEY @Uber_India, @amazonIN, @myntra, @dominos_india, @NetflixIndia, @hotstartweets and @oyorooms Y U NO @getsimpl  #KeepItSimpl"
304,1.250347034135036e+18,@vaibhavUP65 @Uber Wah...Vaibhav bhai...Hope one day i meet you just like same....???????
335,1.2503477455770378e+18,"@uber_security Yes, SINTEF. Are you around ?"
355,1.2505027756513853e+18,RT @UberFacts: A Speechwriter’s Thread Explains How World Leaders Can Get People to Help Fight Against COVID-19 https://t.co/45X8xzQaeC
359,1.2505028217048023e+18,RT @ssmith_calabor: .@Uber @Lyft @Instacart thwart worker unemployment claims at every turn. They refuse to provide wage data state needs t…
375,1.2505029804927222e+18,RT @ssmith_calabor: .@Uber @Lyft @Instacart thwart worker unemployment claims at every turn. They refuse to provide wage data state needs t…
378,1.2505030449130824e+18,"Code (((Primo4))) has given you a #FREE #Uber ride (up to $20). To claim your free gift, sign up using this link: https://t.co/5kKXDs0qkY…"
381,1.2505031077142446e+18,"@arghavan_salles @Uber @lyft https://t.co/BC98rr08rT

Uber has partnership with Healthcare Orgs for discounts. Ask Hospital to inquire asap!"
407,1.2505033768587264e+18,RT @UberFacts: A Speechwriter’s Thread Explains How World Leaders Can Get People to Help Fight Against COVID-19 https://t.co/45X8xzQaeC
418,1.2505034301222298e+18,RT @ssmith_calabor: .@Uber @Lyft @Instacart thwart worker unemployment claims at every turn. They refuse to provide wage data state needs t…
425,1.2505035346946007e+18,How are the tax credit crew @uber mob surviving John ? Have they been furloughed -!? ? https://t.co/OhlHdv8FTD
429,1.2505036040053023e+18,@Uber_Support Still no response from anyone
437,1.2505037204728873e+18,"@Uber_Anne don't get a new one, upgrade pieces! it's cheaper and spreads the cost over longer time"
440,1.2505037710392525e+18,@Uber_Support Can you do curbside pickup (I.e. taking an Uber home from work and stopping to do a pick up on the way)?
441,1.2505037912433992e+18,@Uber_Support Okay just sent my reply
446,1.2505038538727342e+18,Hungry? Get $7 off your first Uber Eats order. Terms apply. Use my code at checkout: eats-jadanp31ui   https://t.co/4fMiJiHmCk #UberEatsPromoCode
453,1.250503961532158e+18,RT @DSObley: @Uber_Support Can you do curbside pickup (I.e. taking an Uber home from work and stopping to do a pick up on the way)?
459,1.2505040385940849e+18,@Uber_Support hello i want to program a van corridor but i do not inow how. It is a stop around the corner.
467,1.2505041159496335e+18,"Cerberus weighs bid for minicab operator Addison Lee | #London #Malta #News #Minicab #Uber #AddisonLee #Taxi

https://t.co/hS0yEui29G | 24/7 TV | https://t.co/KPpzonywo3"
478,1.2505042235794924e+18,"@arghavan_salles @darakass @Uber @lyft https://t.co/xMpKjABtwb

Free food...Starbucks, KrispyCreme,Sweetgreen
Free stay...Airbnb
Uber...Discount @ Hospital"
483,1.2505042574235116e+18,RT @ssmith_calabor: .@Uber @Lyft @Instacart thwart worker unemployment claims at every turn. They refuse to provide wage data state needs t…
491,1.2505043696838492e+18,"@JrRaube @GovofCO @CDPHE @UberEats Right, but look at the screenshots of essential businesses and the one-off government agencies~ rideshare should NOT be in the government agencies portion!
#gig #workers #uber #lyft #drivers"
505,1.2505046049677312e+18,RT @ssmith_calabor: .@Uber @Lyft @Instacart thwart worker unemployment claims at every turn. They refuse to provide wage data state needs t…
512,1.2505047029968323e+18,"@arghavan_salles @Uber https://t.co/CyoECobEX6

Both Uber, and Lyft have HC discounts! ✨✨??"
528,1.2505048877223608e+18,@Uber_Anne You'll be able to get more power for your money if you build a PC yourself - or just used devices in general.
536,1.250505031201112e+18,"@Uber_Support You’d asked me for my personal phone number, but now say you don’t have a phone to call me with.

How was I supposed to get a call from you if you don’t have a phone number?

What geographical areas do you offer phone support, if not a major American market?

Also, I need a 1099."
538,1.2505050481295032e+18,@Uber_Anne so start by switching the mobo and case
548,1.2505052174661304e+18,RT @irasemagd: @Uber_Support hello i want to program a van corridor but i do not inow how. It is a stop around the corner.
578,1.2505054673334026e+18,"@UberEats @Uber_Support Placed my East order 2 hours ago, has switched drivers three times, no way for me to cancel. This is absurd. Please help."
583,1.2505055155469476e+18,@Uber_Support @AskLyft y’all really gonna raise the prices right now like the only people outside is essential workers! Y’all ain’t shit!
590,1.250505584316756e+18,"@Uber_Anne *sigh*
this is why we need hacker spaces! so bimbo mom's can drop off their old stuff in and have some nerd put the new stuff in"
597,1.2505056911706685e+18,"@Uber_Anne It's really not as hard as people make it out to be - it's like legos for adults, for the most part. One plug only plugs into one spot, another only plugs int
o another one. There's plenty of YT guides on how to do it as well. https://t.co/iLvzMTKsiF"
612,1.2505058683424195e+18,@Uber_Support My daughter left the Uber driver a $0.01 tip for her order yesterday. I'm horrified. How can I change that?
615,1.2505059725119447e+18,".@Uber @Lyft drivers &amp; other gig workers face grim reality of empty bank accounts &amp; bare cupboards b/c these greedy companies have blocked unemployment insurance for them at every turn. Our statement on @CAgovernor EO order on UI ➡️
https://t.co/XE0HgWVqkr #SickofGigGreed"
623,1.2505060466590515e+18,"#Uber claims its #AI enables #driverlesscars to predict traffic movement with high accuracy

https://t.co/4P6AKGe5RX
#SelfDrivingCars #IoT #5G #AutonomousVehicles #selfdriving #autonomous #robotics #driverless #startups #SmartCity #startup #Robot #transport #Mobility #Travel https://t.co/sSarEjdl87"
636,1.2505061513655378e+18,RT @CaliforniaLabor: .@Uber @Lyft drivers &amp; other gig workers face grim reality of empty bank accounts &amp; bare cupboards b/c these greedy co…
638,1.2505061554845e+18,"@Uber_Support @UberEats we placed an order 1.5 hrs ago. the restaurant told me nobody has picked it up yet. I can’t cancel my order without being charged $27. Phone number doesn’t work—I’m not paying for someone else’s fuck up. @bbb_us is gna be pretty busy today, I can tell."
666,1.2507179133397524e+18,RT @jumpingdaisies: . @Uber &amp; @lyft just can’t seem to do the right thing. Now they actively screwing with their employees unemployment. Un…
681,1.2507183370273055e+18,@Uber_Support @UberEats my housemate and I just ordered @McDonalds and we just received the entirely wrong order....
684,1.2507183590685164e+18,RT @JontiRidley: @Uber_Support @UberEats my housemate and I just ordered @McDonalds and we just received the entirely wrong order....
692,1.2507184777757696e+18,"Wanted to give a shout out to the collab between @ING_Aust and @Uber_Australia for covering the delivery fee for the month of April. Remember to install the UberEats app and use the promo code emailed to you. Haven't used it yet, but #KindnessMatters"
696,1.2507185800455004e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
699,1.2507185876202168e+18,@texasnymph @uber_secret Where's the lie tho
701,1.2507186011342766e+18,RT @texasnymph: @uber_secret @Numb_slut Oh FUCK yeah nothin sexier than a Marxist!!
707,1.2507187594861322e+18,@megssays @UberEats @ubereats_uk Uber is a monster
708,1.250718782948905e+18,"Tried @getsimpl today Awesome exp. Hope to use it soon on @Uber_India , @amazonIN , @dominos_india , @NetflixIndia , @Flipkart , @JioSaavn  , @swiggy_in , @UPI_NPCI"
711,1.25071886627738e+18,RT @UberSlutMother: I cannot wait for this #QuarantineLife to end and I can get back to being an #uber driving slut #hotwife... would you r…
717,1.250719034452013e+18,I dont understand why @Uber and @Olacabs are giving app updates. Matlab kya karoon app update kar ke? Ludo kheloon?
719,1.2507190563546563e+18,"If you share what all measures you have taken to help healthcare professionals, police, municipality workers etc which are front line workers will be highly appreciated ?
@swiggy_in @ZomatoIN @amazonIN @Grofers @Uber_India @Olacabs @oyorooms etc ?"
726,1.250719362991952e+18,"Many thanks for your response. Please note that the policy you sent is for the US, not SA &amp; I had asked specifically about here hence tagging @Uber_RSA. Nevertheless, I see there are some similarities in terms of duration &amp; conditions but it's so inadequate in SA at least. https://t.co/PL1KfbBaeF"
730,1.250719497733931e+18,"The 14 day financial assistance is for drivers who are diagnosed or exposed &amp; thus prevented from working. Unfortunately, there are restrictions on the times drivers can work &amp; even they are working, it's probably not much because of the lockdown @Uber_Support"
732,1.250719524791505e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
745,1.2507200818493809e+18,"Build Uber Clone For Taxi Business In Mexico
https://t.co/FwxUHpduKC
#uberclone #uberappclone #taxibooking #appdevelopment #uberclonescript #ridesharing #taxibusiness"
749,1.2507202086811607e+18,"Surely these drivers also need some form of support, as they are also experiencing a loss of income for reasons out of their control. The measures you have put in place are woefully inadequate. @Uber_RSA @Uber_Support"
755,1.2507204638499963e+18,"@MbalulaFikile @Uber_RSA  Whilst providing essential services this morning 100's of UBER and Bolt cars impounded with min release fees of R6000 for failure to produce permits that we have applied and paid for over 3yrs ago. 

What must our employees eat?
Food, instalments, fines?"
760,1.250720759170896e+18,RT @CaliforniaLabor: .@Uber @Lyft drivers &amp; other gig workers face grim reality of empty bank accounts &amp; bare cupboards b/c these greedy co…
762,1.2507208571037655e+18,@Uber_Support why can’t I select my $5 uber cash reward?? It’s giving me every option except that one! Bad enough you spend HUNDREDS of dollars and only get $5 once a month or so smh someone needs to create a new vehicle service PLEASE
764,1.2507208791490068e+18,RT @TuckThemFeelins: @Uber_Support why can’t I select my $5 uber cash reward?? It’s giving me every option except that one! Bad enough you…
768,1.2507210133330985e+18,RT @arghavan_salles: Anyone know of any @Uber or @lyft discounts for healthcare workers? Back and forth to the hospital twice a day sure do…
790,1.25108477062647e+18,"@Uber_Support Hi there - My motor insurance certificate will not be accepted, but there is no way that it can be because my motorbike is not an option on the database – Could you help me out please?

Thank you"
792,1.2510847926255862e+18,"RT @AllmarkJordan: @Uber_Support Hi there - My motor insurance certificate will not be accepted, but there is no way that it can be because…"
794,1.251084915766186e+18,"@Uber_Support Right.  But why do you go 15-20 miles NORTH of the city - but can’t pull it together to expand 5 miles SOUTH of the city?  We are stuck with shitty Foodora as our only option and it SUUUUUCKS!  Your cars come out here for transfers - why can’t they for food, too?!? https://t.co/q2tWbqvj43"
814,1.251085531989115e+18,@Uber_Support Right now I can't answer or receive messages as my phone has been messed up recently. I will have to send you my email if that's okay :)
827,1.2510860658275656e+18,RT @UberFacts: Men Share Their Favorite Lessons From Couple’s Therapy https://t.co/ZwNAn8pm2I
840,1.2510864453281915e+18,"Beautiful day 
#addiction #lights 
#socialmedia #miami 
#tumblr #club 
#fashion #central 
#wynwood 
#love #forever21 #model #views #photoshoot #aventura #candle 
#life 
#uber 
#positivevibes 
#lifestyle 
#positivity… https://t.co/STO5EJxgEp"
846,1.2510865473167688e+18,@Uber_Support Done
866,1.251087173249577e+18,RT @UberAbdul: Just saw Whoopi Goldberg down at Uber Hq she must be here for a job https://t.co/z0r3CsXSGR
877,1.25108744325376e+18,@Bodii06 @uber_that I dey feel am from here self
880,1.2510875330410414e+18,RT @UberAbdul: Just saw Whoopi Goldberg down at Uber Hq she must be here for a job https://t.co/z0r3CsXSGR
882,1.2510875942443295e+18,"I got REACTIVATED by Uber AFTER paid sick leave! https://t.co/xsPP4EIYaN via @YouTube
#ubersickpay #uberreactivation #reactivatedbyuber #reactivateduber"
892,1.2510880939748393e+18,"@Dell @LinkedIn and @Uber have entered the #BestAudioBrandsRanking #2020 list as newcomers to the world of #SonicBranding. Who else joined the ranking? Find out here ? https://t.co/IOFOYE0XHh
#amp #soundbranding #BAB2020 #branding #sonic #marketing ?https://t.co/WWEsb09gZZ? https://t.co/4UjJPNdwJP"
896,1.2510881512983101e+18,"@Uber_Support Can you tell me why you're offering free ubereats delivery (you email me about this every week, and there's five coupons in my account) without any possibility of applying it to my order, which says I've already applied the promo (the price doesn't change)"
897,1.251088173373051e+18,"RT @mikeweijer: @Uber_Support Can you tell me why you're offering free ubereats delivery (you email me about this every week, and there's f…"
898,1.251088174295642e+18,"@Uber_Support - Cannot buy a gift card thru https://t.co/dzTlX8Xiby - page simply bounces around those third party sites (twitter, FB) you now share date with, and reloads.  Chrome and Safari. 

Also - no place to log site errors on your site? Bad practice."
904,1.2510885186774876e+18,RT @JoeMyWord: @Uber_Support - Cannot buy a gift card thru https://t.co/dzTlX8Xiby - page simply bounces around those third party sites (tw…
905,1.2510885325520896e+18,"@vaibhavUP65 @Uber Your channel seems to be pro BJP as I have never seen Congress leaders ever been invited but still I like it's pro-India and pro-Hindu,Sikh,Parsi,Jain,Kew view as the people only represent India and have always contributed to India"
924,1.2510891536615137e+18,"RT @crypto_sarah9: #Amazon has almost no stores.
#Uber owns almost no cars. 
#Facebook creates no content. 
#Alibaba has no inventory. 
#Ai…"
934,1.251142665032233e+18,@Uber_Anne That would be a hard bruh moment
937,1.2511427367212687e+18,"RT @VladoBotsvadze: Anyone can be a merchant. (@Amazon)
Anyone can be a taxi driver. (@Uber)
Anyone can be a journalist. (@Twitter)
Anyone…"
943,1.2511427988388864e+18,"@Uber_India This will be a boon to the driver partners who are dedicated to uber, as far concenred  3 of our family member realy on @Uber, it would be an great gesture by uber if we are being helped in any means.#MoveWhatMatters
#middleclasscoronavirusproblems"
945,1.2511428048870482e+18,"""Shared autos will rebound faster than taxi aggregators like @Olacabs &amp; @Uber_India,"" says @Frost_MENASA's Kaushik Madhavan, VP, Mobility Practice. Read the complete feature by @AutoTechReview1's @ProsJunoon here: https://t.co/dYiwQaVMYD https://t.co/prFymkvynq"
947,1.25114285939644e+18,In more harrowing yet unexpected news @Uber unsurprisingly withdraws its 2020 forward guidance due to #Covid_19 related #uncertainty...Looking forward to May 7 when they will release their Q1 results
952,1.2511429116532244e+18,RT @aarontupaz: Get your first #Uber ride #FREE (up to $20) with invite code 'aaront3765ue'. Enjoy! ?  Download the App ► https://t.co/x2Sl…
967,1.2511432516056515e+18,RT @LondonTrafficW1: WOW!! That looks like a @TfLTPH #Uber style minicab
969,1.2511432873832284e+18,@EricaMighetto @maiwega @CA_EDD @JulieSuCA @SecGeneScalia @Uber @lyft This e-hailing companies have often to acknowledge the efforts of drivers
973,1.2511433692139315e+18,"""Shared autos will rebound faster than taxi aggregators like @Olacabs &amp; @Uber_India,"" says @Frost_MENASA's Kaushik Madhavan, VP, Mobility Practice. Read the complete feature by @AutoTechReview1's @ProsJunoon here: https://t.co/or9SwhNGaL https://t.co/b32qvljmL0"
987,1.2511437101605192e+18,RT @LondonTrafficW1: WOW!! That looks like a @TfLTPH #Uber style minicab
989,1.2511437676518072e+18,Dear @Olacabs @Uber @Zomato @swiggy_in why are becoming such a pain.... I am getting plenty of notification to support your workers....MY QUESTION TO YOU WHYYYY? Have I not paid you while I took your services. I have contributed to PM Cares fund. So pls stop
990,1.251143771963695e+18,Have you tried @Uber yet? Get your first ride FREE by signing up with my code here: https://t.co/4wNQk5NLwK ..
993,1.2511438076990218e+18,".@Uber said on Thursday that it's withdrawing its forecasts for certain revenue and earnings metrics for the year, and will write down between $1.9 billion and $2.2 billion from its investments in other startups hit by the coronavirus pandemic https://t.co/xIG0KU5ATt"
995,1.2511438525656392e+18,@FAIRImmigration @Uber Let’s ask the Trump Organization &amp; follow their lead? Since they’ve hired undocumented immigrants for many decades they would not have to pay what an American would make. https://t.co/NqhuPYbksc
1018,1.2511443355983544e+18,"@Uber_Support What no im good no concern just that we have no food to order, fast foods are all closed here in EL."
1022,1.2511443916677734e+18,"RT @february_31st: Hi @Uber, you’re a $70 billion company. I am (currently) an unemployed audio engineer. Stop asking me to support your dr…"
1026,1.2511444410096026e+18,"#CoronavirusImpact | @UberFacts withdraws 2020 guidance

@ShereenBhan @CNBCTV18News 

https://t.co/7wBUJnzhj2"
1030,1.251144488958886e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
1036,1.2511446260454646e+18,@ssmith_calabor @Uber @lyft The biggest inequity of unemployment law.
1040,1.2511446486528164e+18,"#CoronavirusImpact | @Uber withdraws 2020 guidance

@ShereenBhan @CNBCTV18News
 
https://t.co/7wBUJnzhj2"
1050,1.2511448299473756e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
1051,1.2511448338648883e+18,RT @UberFacts: This is Why Some Men Sneeze Very Loudly https://t.co/b4PSNBmBoo
1068,1.2511450769961124e+18,@serena_ralston @UberEats All their info can be found via https://t.co/Sf1C0vZvpp ?
1072,1.2511451104288932e+18,"RT @february_31st: Hi @Uber, you’re a $70 billion company. I am (currently) an unemployed audio engineer. Stop asking me to support your dr…"
1077,1.2511451610584556e+18,"In more harrowing yet expected news, @Uber withdraws its 2020 forward guidance due to #Covid_19 related #uncertainty...Looking forward to May 7 when they release their Q1 results...I am expecting the goal posts to be moved on their profitability timeline
https://t.co/aQQySOPyfg"
1082,1.2511453466522173e+18,@Uber_Support I’m currently having issues linking my new phone number to my old Uber account. There is an account linked to this phone number prior to me getting it.
1084,1.2511453687352975e+18,RT @DookieLong: @Uber_Support I’m currently having issues linking my new phone number to my old Uber account. There is an account linked to…
1097,1.2511455611362304e+18,"#CoronavirusImpact | @Uber withdraws 2020 guidance. Expects an impairment charge of up to $2.2Bn in the first quarter due to the #CoronavirusOutbreak &amp; revenue to decline by $17 m to $22 m in the quarter

@ShereenBhan @CNBCTV18News
https://t.co/7wBUJnzhj2"
1100,1.2511456321333821e+18,"You know what would be cool? High school students learning from some of the most accomplished people in AI. Like @scottpenberthy @Google. Or Michael Del Balso @Uber. Yeah, that'd be cool. https://t.co/UCNPJNEBXd"
1112,1.2511458188636324e+18,RT @LondonTrafficW1: WOW!! That looks like a @TfLTPH #Uber style minicab
1125,1.2511459381665219e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
1153,1.251146351674454e+18,RT @UberSlutMother: #Horny #Uber driving mom taking a break between rides and picking up the kids.  #Real https://t.co/9UCg4075TU
1175,1.2511466772572692e+18,"RT @FAIRImmigration: In recent years, @Uber has used foreign workers instead of Americans. When this situation passes and companies rehire,…"
1177,1.2511467458552545e+18,@carlquintanilla the secretary didn't answer your question about #uber 1099 unemployment. COME ON! Fight for an answer.    @CNBC
1187,1.2511468746203095e+18,RT @UberSlutMother: Looks like @XTaylorJayXX is creating her own #Uber service called #Boober!  I'd drive for you Taylor! https://t.co/MDde…
1192,1.2511469589173617e+18,@Uber_Support I signed up for deliveries &amp; was told to book a greenlight hub appointment. It looks like all of the greenlight hubs will be closed for a while during the lockdown period. Is there any way I can have a remote appointment over skype / the phone etc?
1195,1.2511470069295596e+18,"RT @NeurozoInnovat1: 'This is why people are so angry': #Tech giants like #Google, #Facebook, and #Uber built their empires on the backs of…"
1196,1.2511470288113132e+18,"RT @NeurozoInnovat1: 'This is why people are so angry': #Tech giants like #Google, #Facebook, and #Uber built their empires on the backs of…"
1197,1.2511470280940544e+18,Learn the importance of collaboration between banks and #Fintechs in our webinar with @Efma_news. Find out how @BBVA and @Uber are leveraging the ecosystem to create an impact in the lives of their customers. Register here: https://t.co/mnEGA93Z4k #WFTR20 https://t.co/zGGbqu41Uh
1199,1.251147047035474e+18,RT @UberSlutMother: #Uber slut taking a nourishing lunch break... mmmm https://t.co/5M2kjqbY26
1208,1.251147173263106e+18,RT @imPreedy: @Uber_Support I signed up for deliveries &amp; was told to book a greenlight hub appointment. It looks like all of the greenlight…
1209,1.2511471811484058e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
1227,1.2511475722211164e+18,@Uber_Support Thank you for the quick resolution. Recommend a mechanism to get orders corrected as opposed to refunds being the only recourse
1240,1.2511477870826865e+18,"@Uber_Support This is the second time so now I'm really pissed. I got a refund for the meal. I thought it was fine but it was the last piece of chicken I had last night. I shouldn't have to be worried about anything but Scarborough location Kingston and Markham, bad news. https://t.co/LVdFKWGo5Q"
1249,1.251147875641258e+18,RT @UberFacts: Solitary Activities That Can Help You Feel Less Lonely https://t.co/V2OcEb6znx
1265,1.2511481463625728e+18,Hungry? Get $5 off your first order on #Uber⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠ Eats with my code: eats-aprils10715ue. https://t.co/apbaIS4HuS
1274,1.2511483958272164e+18,RT @UberFacts: Solitary Activities That Can Help You Feel Less Lonely https://t.co/V2OcEb6znx
1277,1.251148410213634e+18,"On April 25 @ 4pm EST, @theksociety is hosting a special online event featuring @scottpenberthy, Director of Applied #AI at @Google &amp; Mike Del Balso, former Head of AI at @Uber, to teach students &amp; other curious minds about machine learning. Register here: https://t.co/WkpGJHeJVd https://t.co/Y1fJQ0EJ7a"
1291,1.251148562450137e+18,"RT @vaibhavUP65: Was going somewhere &amp; was talking to someone on phone. @Uber Driver asked me: Sir, #DefensiveOffence aap chalate ho?
I sai…"
1292,1.2511485665689887e+18,"Please RT. Don't drink and drive, take an Uber. Use the code cristinac7388ue to sign up, get $5 OFF each of your first 4 rides with #UBER"
1298,1.251148623301079e+18,"This petition says: ""@Uber has failed to provide the New York State Department of Labor with the wage data necessary to process driver [unemployment insurance] claims quickly""

#GigEconomy #GigWorkers
https://t.co/zsuU9CBovS"
1308,1.251148754708656e+18,RT @UberFacts: Solitary Activities That Can Help You Feel Less Lonely https://t.co/V2OcEb6znx
1327,1.2511490298591928e+18,RT @LondonTrafficW1: WOW!! That looks like a @TfLTPH #Uber style minicab
1331,1.2511490546601452e+18,@Uber_Support I've been trying for MONTHS now to get my account sorted. I have come up short EVERY TIME with email. CAN I PLEASE REQUEST A PHONE CALL so I can talk to someone in real time???????
1341,1.2511491697056768e+18,"@Uber_India @Uber_Support I have medical emergency and I need to go to Bareilly. Applying for pass but it needs a vehicle number. Is uber allowed to go to bareilly from Gurugram. If yes, can I get a vehicle number ao I can apply for pass?"
1342,1.2511491937348362e+18,RT @aakashtiwari05: @Uber_India @Uber_Support I have medical emergency and I need to go to Bareilly. Applying for pass but it needs a vehic…
1362,1.2511495458634342e+18,@aakashtiwari05 @ShieldVoC @Uber_India @Uber_Support Call me 9017372901
1369,1.2511496632913674e+18,Indian #CabAggregator #Startup opens its #TechPlatform  for #Govtech &amp; #Government!  @gojektech @Uber @Gett_UK @goshare @govbr @cabifybrasil @easytaxi https://t.co/agRXwV2j3M
1382,1.2511499439783404e+18,"Dear @Uber I do really want to help the drivers during this difficult time but then I remember all those days when I was left stranded for hrs together, those incessant surge fares I paid in the name of peak hrs.m sure those fares can come in handy now take the lead and help them"
1389,1.2511501019442545e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
1406,1.2511504338688696e+18,"RT @FAIRImmigration: In recent years, @Uber has used foreign workers instead of Americans. When this situation passes and companies rehire,…"
1412,1.2511505761648026e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
1418,1.2511506345998664e+18,RT @UberFacts: Men Share the Lessons They’ve Learned in Therapy https://t.co/xCgg8pgley
1421,1.2511506503285064e+18,"Deliveroo's near-death experience should worry @UberEats &amp; @JustEatUK. CMA says Deliveroo's move into grocery deliveries (which Uber's also doing) ""is not, based on current forecasts, expected to materially offset any significant proportion of the decline in restaurant sales""."
1422,1.2511506621019873e+18,#ECAfrica A1 what has also been great has been seeing the likes of small restaurant groups shifting into feeding schemes. Your big brands like @Uber_RSA operating as a delivery service for essential goods even the small scale farmer now has an economy. https://t.co/jcmEvjhIV1
1428,1.251150758268924e+18,"@Uber_India @ola_supports @Olacabs 
No support yet provided https://t.co/rK6pmgHe0I"
1431,1.2511507990543688e+18,"Watch our #BILivecast from yesterday with @Uber's 
@javallon, now available on demand! https://t.co/t6E7la6RCS https://t.co/FbQPtyGpAY"
1435,1.251150858076582e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
1440,1.2511509600107766e+18,@jessognorm @Uber_Support Having the same issue with trying to open my driver account!! Have tried for two months to get it resolved and always just get a ROBO-RESPONSE.
1443,1.2511509872443924e+18,"RT @vaibhavUP65: Was going somewhere &amp; was talking to someone on phone. @Uber Driver asked me: Sir, #DefensiveOffence aap chalate ho?
I sai…"
1448,1.2511510629641134e+18,"RT @Shortlisthires: Do you have a hiring update or looking for a job? 20+ companies (@uber_kenya, @JumiaKenya, @TwigaFoods, @RescueByFlare,…"
1465,1.2511512351864914e+18,"RT @VladoBotsvadze: Anyone can be a merchant. (@Amazon)
Anyone can be a taxi driver. (@Uber)
Anyone can be a journalist. (@Twitter)
Anyone…"
1466,1.2511512391626383e+18,Its becoming increasingly probably that an @Uber and @lyft merger will be the only viable outcome for the two rideshare giants heading into 2021. https://t.co/bBwNLczPCg
